,제목,URL,신문사,작성일,세부내용,url
65,"태영호 또 막말 논란…""쓰레기·돈·성 JMS 민주당""",,아이뉴스24,2023.04.17,"제주 4·3, 일본 외교청서 관련 발언으로 물의를 빚은 태영호 국민의힘 최고위원이 17일 더불어민주당을 향한 혐오성 게시물을 올렸다 삭제한 후 사과했다. 태 최고위원은 이날 페이스북에 ""최근 민주당의 돈봉투 사건과 ",https://n.news.naver.com/mnews/article/031/0000741325?sid=100
66,"태영호 “쓰레기·돈·성, JMS민주당”…국민의힘 또 ‘설화’에 태영호 ‘사과’",,국민일보,2023.04.17,"태영호 국민의힘 최고위원은 17일 자신의 페이스북 계정에 “Junk(쓰레기) Money(돈) Sex(성) 민주당, 역시 JMS 민주당”이라는 글을 올렸다가 급하게 삭제한 뒤 “당에 누를 끼쳤다”며 사과했다. ‘민주당",https://n.news.naver.com/mnews/article/005/0001601790?sid=100
67,"페이스북에 'JMS 민주당' 썼다 지운 與 태영호 ""보좌진 실수""",,매일신문,2023.04.17,"태영호 국민의힘 최고위원이 자신의 페이스북에 민주당을 속된 표현으로 비난하는 게시물을 올렸다가 지우고 해명글을 게시해 논란이 되고 있다. 17일 오전 10시 태 최고위원은 페이스북에 ""Junk(쓰레기) Money(돈",https://n.news.naver.com/mnews/article/088/0000809325?sid=100
68,"태영호 ""JMS 민주당"" 메시지로 또 구설 …스스로 윤리위 심사 요청",,머니투데이,2023.04.17,"태영호 국민의힘 최고위원이 17일 과거 전당대회 관련 돈봉투 의혹이 불거진 더불어민주당을 겨냥 ""쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당""이라고 비난한 메시지를 소셜미디어에 올렸다가",https://n.news.naver.com/mnews/article/008/0004876005?sid=100
69,"태영호, 메시지논란에 ""저를 윤리위심사 요청한다…달게 받겠다""(종합)",,뉴스1,2023.04.17,"노선웅 이밝음 기자 = 태영호 국민의힘 최고위원은 17일 전당대회 돈봉투 의혹이 불거진 더불어민주당을 겨냥해 '쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당'이라고 비난한 뒤, 논란이 되",https://n.news.naver.com/mnews/article/421/0006752779?sid=100
70,"태영호, 민주당에 “쓰레기·돈·성”…논란되자 삭제 후 공식 사과",,조선비즈,2023.04.17,“저와 당사자 윤리위 심사 요청할 것” 태영호 국민의힘 최고위원이 17일 전당대회 돈봉투 의혹이 불거진 더불어민주당을 겨냥해 “‘쓰레기(Junk)·돈(Money)·성(Sex) 민주당. 역시 JMS 민주당”이라고 비난,https://n.news.naver.com/mnews/article/366/0000894248?sid=100
71,"민주당 ""태영호, 윤리위 징계로 그칠 사안 아냐…국회 떠나라""",,중앙일보,2023.04.17,"더불어민주당은 17일 태영호 국민의힘 최고위원을 향해 ""막말로 정치를 오염시킨 데 대해 국회를 떠나라""고 촉구했다. 권칠승 수석대변인은 이날 오후 국회 소통관 브리핑에서 ""윤리위 심사를 본인이 요청하겠다는데 윤리위 ",https://n.news.naver.com/mnews/article/025/0003273764?sid=100
72,"'민주당 쓰레기·돈·성' 썼다 지운 태영호 ""보좌진 실수""",,한국경제,2023.04.17,"태영호 국민의힘 최고위원이 17일 페이스북에 속된 표현이 담긴 게시물을 올렸다가 황급히 내린 데 대해 ""보좌진의 실수""라는 취지로 해명했다. 태 최고위원은 이날 페이스북에 ""오늘 오전 10시께 저의 페이스북에 최근 ",https://n.news.naver.com/mnews/article/015/0004833585?sid=100
73,"태영호 “쓰레기·돈·성, JMS 민주당”…글 삭제 후 “비공개였는데 실수”",,동아일보,2023.04.17,국민의힘 태영호 최고위원이 17일 자신의 페이스북에 “쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당”이라는 글을 게시했다가 몇 분 뒤 삭제한 것으로 확인됐다. 태 최고위원은 이날 오전 이,https://n.news.naver.com/mnews/article/020/0003491881?sid=100
74,‘또 막말’ 與 태영호 “당에 누 끼쳐”…윤리위에 ‘셀프 심사 요청’,,KBS,2023.04.17,"국민의힘 태영호 최고위원이 더불어민주당을 종교단체 기독교복음선교회(JMS)에 빗대 또다시 ‘막말 논란’을 일으킨 데 대해 사과하고, 스스로 당 윤리위원회에 심사를 요청하겠다고 밝혔습니다. 태 최고위원은 오늘(17일)",https://n.news.naver.com/mnews/article/056/0011467141?sid=100
75,태영호 “Junk Money Sex 민주당” 올렸다 삭제…알고보니 보좌진 실수,,조선일보,2023.04.17,태영호 국민의힘 최고위원이 17일 페이스북에 더불어민주당을 겨냥해 “쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당”이라고 비난하는 글을 올린 뒤 삭제했다. 태 최고위원은 보좌진의 실수로 ,https://n.news.naver.com/mnews/article/023/0003758281?sid=100
76,"'또 말실수?' 국힘 태영호 최고위원...이번엔 ""역시 JMS 민주당"" 설화",,JIBS,2023.04.17,제주4·3 폄훼를 비롯해 일본과의 외교 관계에서 망언을 일삼은 국민의힘 태영호 최고위원이 이번에 '역시 JMS 민주당'이라는 메시지를 SNS에 올렸다가 논란이 되자 삭제했습니다. 국회 태영호 의원(서울 강남구 갑)은,https://n.news.naver.com/mnews/article/661/0000023517?sid=100
77,태영호 “쓰레기·돈·성 JMS민주당” 막말 논란에…“비공개 메시지였다”,,헤럴드경제,2023.04.17,"태영호 국민의힘 최고위원이 전당대회 돈봉투 의혹에 휩싸인 더불어민주당을 'JMS 민주당'이라고 비난했다가 논란이 되자 ""비공개 메시지였다. 곧장 삭제했다""고 해명했다. 17일 오전 태 최고위원 페이스북에는 민주당을 ",https://n.news.naver.com/mnews/article/016/0002131441?sid=100
78,“쓰레기·돈·성. 역시 JMS” 민주당 ‘맹비난’한 태영호...논란 의식했나? 황급히 삭제,,세계일보,2023.04.17,민주당 최근 다큐멘터리로 논란이 된 사이비 종교 JMS에 비유 태영호 국민의힘 신임 최고위원이 지난달 8일 경기 일산 킨텍스에서 열린 국민의힘 제3차 전당대회에서 수락연설을 하고 있다. 일산=뉴스1 태영호 국민의힘 ,https://n.news.naver.com/mnews/article/022/0003803290?sid=100
79,"""Junk Money Sex, JMS 민주당"" 태영호 ""비공개로 할 메시지가…""",,프레시안,2023.04.17,"""Junk Money Sex 민주당, 역시 JMS 민주당""이라고 더불어민주당에 막말에 가까운 비난 글을 올린 태영호 국민의힘 최고위원이 자신을 당 윤리위원회에 심사하도록 요청하겠다고 밝혔다. 태 최고위원은 17일 자",https://n.news.naver.com/mnews/article/002/0002282824?sid=100
80,與태영호 “당에 누 끼쳐 죄송스럽다”,,세계일보,2023.04.18,"""비공개 메시지 실수로 공개…어떤 조치도 달게 받겠다"" 태영호 국민의힘 최고위원은 17일 전당대회 돈봉투 의혹이 불거진 더불어민주당을 겨냥 '쓰레기(Junk) 돈(Money) 성(Sex) 민주당. 역시 JMS 민주당",https://n.news.naver.com/mnews/article/022/0003803544?sid=100
81,"[속보] 이재명 ""돈 봉투 의혹 엄중 인식…송영길 조기 귀국 요청""",,더팩트,2023.04.17,"압수수색 5일 만에 입장 표명 ""수사 기관에 수사 의뢰…책임 다할 것"" 이재명 더불어민주당 대표는 17일 '2021년 전당대회 돈 봉투 살포 의혹'과 관련해 수사 의뢰를 요청하겠다고 밝혔다. 아울러 관련자로 지목된 ",https://n.news.naver.com/mnews/article/629/0000211997?sid=100
82,"이재명 ""'돈 봉투 의혹' 깊이 사과""…송영길 조기 귀국도 요청",,MBN,2023.04.18,이재명 더불어민주당 대표가 전당대회 돈 봉투 의혹에 대해 깊이 사과한다며 고개를 숙였습니다. 그러면서 이번 빠른 사태 수습을 위해 노력하겠다며 송영길 전 대표의 귀국을 요청했다고 밝혔습니다. 송 전 대표는 조만간 귀,https://n.news.naver.com/mnews/article/057/0001736351?sid=100
83,"이재명, 돈봉투 의혹 사과…송영길 ""귀국여부 곧 발표""",,SBS,2023.04.18,전당대회 때 돈 봉투가 뿌려졌다는 의혹과 관련해 이재명 민주당 대표가 공식 사과했습니다. 피의자로 입건된 의원들이 검찰의 기획 수사라며 반발하는 가운데 당 대표가 직접 고개를 숙인 겁니다. 이 대표는 의혹의 핵심 인,https://n.news.naver.com/mnews/article/055/0001051248?sid=100
84,"""기획수사""→""깊이 사과""...'돈봉투 의혹' 민주당, 왜 돌아섰나",,머니투데이,2023.04.17,더불어민주당이 지난 2021년 전당대회 과정에서 송영길 전 대표 측 인사들이 의원들에게 불법 자금을 전달했다는 의혹과 관련해 공식 사과했다. 검찰의 기획 수사라고 주장했던 사건 초기와는 180도 달라진 태도다. 돈을,https://n.news.naver.com/mnews/article/008/0004876019?sid=100
85,사과로 급선회한 이재명…'송영길 선긋기'인가 '눈치보기'인가,,노컷뉴스,2023.04.18,"핵심요약 2021년 민주당 전당대회 '돈봉투 의혹' 파장에 입장 선회 이재명 ""깊이 사과""했으나 송영길에게 공 넘긴 모양새 자체 진상조사는 보류…""확실히 조사할 각오 안 됐나"" 지적도 더불어민주당 이재명 대표가 '2",https://n.news.naver.com/mnews/article/079/0003760334?sid=100
86,"이재명, '돈봉투 의혹' 사과… 송영길, 조기귀국 가능성은?[정다운의 뉴스톡]",,노컷뉴스,2023.04.17,CBS 정다운의 뉴스톡 530 ■ 방송 : CBS 라디오 '정다운의 뉴스톡 530' ■ 채널 : 표준FM 98.1 (17:30~18:00) ■ 진행 : 정다운 앵커 ■ 패널 : 백담 기자 전당대회 '돈봉투' 의혹과 ,https://n.news.naver.com/mnews/article/079/0003760307?sid=100
87,"내부 반발에 급선회… 민주당, 돈봉투 사과하고 송영길 귀국 요청",,조선일보,2023.04.18,송영길 캠프 돈 살포와 분리 대응 나선 지도부 더불어민주당 이재명 대표는 17일 ‘2021년 민주당 전당대회 돈 봉투 살포 의혹’과 관련해 “국민 여러분께 심려를 끼쳐드린 점에 대해서 당대표로서 깊이 사과드린다”고 ,https://n.news.naver.com/mnews/article/023/0003758383?sid=100
88,"이재명, 돈봉투 의혹 사과…송영길 ""귀국문제 조만간 입장 발표""",,중앙일보,2023.04.17,이재명 더불어민주당 대표가 ‘2021년 전당대회 돈 봉투 의혹’과 관련해 17일 공식 사과했다. 윤관석·이성만 민주당 의원에 대한 검찰의 압수수색이 실시된 지 닷새만이다. 검찰을 향해선 “신속하고 공정한 수사를 요청,https://n.news.naver.com/mnews/article/025/0003273748?sid=100
89,"'돈 봉투 의혹' 고개 숙인 민주당…이재명 ""송영길 귀국-신속 수사 요청""",,더팩트,2023.04.17,"전날 장시간 토론 끝에 대응 방침 결정 늑장 대응 지적엔 ""실체적 진실 파악 오래 걸려"" 더불어민주당이 2021년 전당대회 과정에서 불법 정치자금이 오갔다는 이른바 '돈 봉투 살포 의혹'에 대해 공식 수사 요청한다고",https://n.news.naver.com/mnews/article/629/0000212053?sid=100
90,"이재명 지도부, '돈봉투 의혹' 사과…송영길, 조기 귀국할까",,더팩트,2023.04.18,"당 지도부, 비판 여론 의식 '자체 조사' 의견 철회 '총선 악재 될라' 당내 진상 규명 요구도 더불어민주당이 지난 2021년 전당대회 과정에서 현역 의원들과 민주당 관계자들 사이 금품이 오갔다는 이른바 '돈 봉투 ",https://n.news.naver.com/mnews/article/629/0000212209?sid=100
91,"이재명 ""전당대회 돈봉투 의혹, 깊이 사과... 송영길 조기 귀국 요청""",,오마이뉴스,2023.04.17,"머리 숙여 사과... ""엄중하게 인식, 수사기관에도 신속하고 공정한 수사 요구"" ▲ 이재명 더불어민주당 대표가 17일 오전 서울 여의도 국회에서 열린 최고위원회의에서 2021년 더불어민주당 전당대회 돈봉투 의혹 사건",https://n.news.naver.com/mnews/article/047/0002389015?sid=100
92,"이재명 ""국민께 사과""‥""송영길 귀국 요청""",,MBC,2023.04.18,"2021년 민주당 전당대회 당시 돈 봉투가 오갔다는 의혹에 대해, 민주당이 대국민 사과했습니다. 의혹 해소를 위해서 송영길 전 대표의 빠른 귀국도 요청했습니다. 김건휘 기자입니다. ◀ 리포트 ▶ 더불어민주당 지도부는",https://n.news.naver.com/mnews/article/214/0001266966?sid=100
93,"이재명, 돈봉투 의혹에 고개숙여…""심려 끼쳐드려 깊이 사과""",,프레시안,2023.04.17,"""송영길 조기 귀국 요청…수사기관, '정치적 고려' 배제하고 신속·공정히 수사해 달라"" 이재명 더불어민주당 대표가 2021년 전당대회 당시 벌어진 것으로 알려진 '돈봉투' 살포 의혹과 관련해 고개 숙여 사과하며 수사",https://n.news.naver.com/mnews/article/002/0002282698?sid=100
94,"민주당 전대 돈봉투 의혹…여 “수사 협조해야"" 야 “송영길 귀국 요청""",,뉴시스,2023.04.17,"기사내용 요약 여 ""이재명, 宋에 빚 없다면 수사 협조 요구"" 야 ""재발방지 마련…檢 신속·공정 수사 요청"" [서울=뉴시스] 정성원 기자 = 지난 2021년 더불어민주당 전당대회에서 불법 정치자금이 오갔다는 의혹에 ",https://n.news.naver.com/mnews/article/003/0011808612?sid=100
95,"이재명 ""전대 돈 봉투 의혹 깊이 사과…송영길 조기 귀국 요청""",,강원일보,2023.04.17,"속보=2021년 5월 치러진 더불어민주당 당 대표 선거 과정에서 오간 돈 봉투 의혹과 관련해 이재명 대표는 17일 ""국민 여러분께 심려를 끼쳐드린 점에 대해서 당 대표로서 깊이 사과드린다""고 말했다. 이 대표는 이날",https://n.news.naver.com/mnews/article/087/0000964661?sid=100
96,‘내년 총선 악재 될라’ 우려… ‘野 탄압’ 접고 정면돌파 시도 [민주 ‘돈봉투 의혹’ 파장],,세계일보,2023.04.17,"이재명, 사과·檢수사 요청 배경 녹취록 등 상세한 정황 속속 공개돼 ‘당 자체조사 실효성 없다’ 판단 보류 검찰과 다른 결과 땐 또 다른 역풍도 관련자 징계 땐 대표 자격 시비 우려 비명계, 잇따라 당의 강경 조치 ",https://n.news.naver.com/mnews/article/022/0003803403?sid=100
