moviecode,ott,title,title_en,title_ori,showTm,genre,grade,peopleNm,sale,audi,screen,openDt,staff_cnt,평점
20182490,"['넷플릭스', '웨이브']",나랏말싸미,The King's Letters,,109,사극,전체관람가,조철현,45422111608,5510504,2459,2019-07-24,422,4.6
20192444,[],MSFF2019 폐막작(폐막식용),Closing Ceremony,,,기타,,,3624000,604,2, ,0,
20180361,"['왓챠', '티빙', '웨이브']",귀신의 향기,Scent of Ghost,,93,"공포(호러),멜로/로맨스,코미디",15세이상관람가,이준학,3885900,543,17,2019-07-03,184,6.6
20192218,[],MSFF2019 비정성시 1,A City of Sadness 1,,90,드라마,,,3280200,551,1, ,0,
20185986,"['왓챠', '티빙', '웨이브']",진범,The Culprit,,100,스릴러,15세이상관람가,고정욱,5110173400,598496,661,2019-07-10,209,5.9
20198323,"['넷플릭스', '웨이브']",레드슈즈,Red Shoes,,92,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스",전체관람가,홍성호,52788136850,6928817,2550,2019-07-25,308,9.2
20193013,['왓챠'],극장판 샤이닝스타:새로운 루나퀸의 탄생!,Shining Star: Lunar Queen,,77,애니메이션,전체관람가,"이승호,박일호,정지훈",361923000,43611,236,2019-07-18,180,9.1
20188404,"['왓챠', '티빙', '웨이브']",암전,Warning: Do Not Play,,85,"미스터리,공포(호러)",15세이상관람가,김진원,2654068065,299111,829,2019-08-15,206,5.2
20184621,"['왓챠', '넷플릭스', '티빙', '웨이브']",엑시트,EXIT,,103,"코미디,액션",12세이상관람가,이상근,1.15E+12,136927864,8414,2019-07-31,696,7.7
20180442,"['넷플릭스', '왓챠', '웨이브']",사자,The Divine Fury,,128,"미스터리,액션,판타지,공포(호러)",15세이상관람가,김주환,60286259985,7531305,3211,2019-07-31,585,7
20194044,[],공포체험단 곤지암편,,,49,공포(호러),15세이상관람가,정범식,25830500,4895,47,2019-07-19,0,
20184462,"['넷플릭스', '왓챠', '티빙', '웨이브']",봉오동 전투,The Battle: Roar to Victory,,134,"사극,액션,드라마",15세이상관람가,원신연,2.51E+11,29528820,5611,2019-08-07,711,8.8
20193275,[],브링 더 소울 : 더 무비,BRING THE SOUL : THE MOVIE,,101,기타,전체관람가,박준수,8077823190,935389,1152,2019-08-07,1,9.1
20193642,['왓챠'],캐리tv 러브콘서트 더 무비,CarrieTV LOVE CONCERT : THE MOVIE,,79,공연,전체관람가,"정귀호,이민환,석진욱",363815100,46366,268,2019-08-07,84,7.6
20184543,"['왓챠', '넷플릭스', '티빙', '웨이브']",변신,Metamorphosis,,112,"공포(호러),스릴러",15세이상관람가,김홍선,65649646009,7641234,3411,2019-08-21,426,7.3
20185985,['웨이브'],광대들: 풍문조작단,Jesters: The Game Changers,,108,사극,12세이상관람가,김주호,13844140754,1668670,1984,2019-08-21,394,6.5
20181416,"['넷플릭스', '티빙', '웨이브']",유열의 음악앨범,Tune in for Love,,122,"멜로/로맨스,드라마",12세이상관람가,정지우,45272395560,5524261,3336,2019-08-28,426,7.1
20187322,"['넷플릭스', '티빙', '웨이브']","힘을 내요, 미스터 리","CHEER UP, MR. LEE",,110,"코미디,드라마",12세이상관람가,이계벽,86674227454,10268319,2798,2019-09-11,474,7.7
20184572,"['넷플릭스', '왓챠', '티빙', '웨이브']",타짜: 원 아이드 잭,Tazza: One Eyed Jack,,139,"범죄,드라마",청소년관람불가,권오광,92942902580,10481640,3902,2019-09-11,675,5.3
20020061,[],집으로...,The Way Home,,87,드라마,전체관람가,이정향,17623800,2069,19,2002-04-04,121,9.3
20193821,['왓챠'],극장판 헬로카봇 : 달나라를 구해줘!,Hello Carbot the Movie: Save the Moon,,75,애니메이션,전체관람가,"최신규,김진철",28845340240,3722138,2232,2019-09-04,138,4.3
20188750,"['왓챠', '넷플릭스', '티빙']",나쁜 녀석들: 더 무비,The Bad Guys: Reign of Chaos,,114,"범죄,액션",15세이상관람가,손용호,2.55E+11,29304383,5164,2019-09-11,572,6.2
20194045,"['왓챠', '티빙', '웨이브']",극장판 반지의 비밀일기,Banzi’s Secret Diary,,72,애니메이션,전체관람가,한승우,1528215630,189149,700,2019-09-11,124,9.3
20184483,"['넷플릭스', '왓챠', '티빙', '웨이브']",퍼펙트맨,Man of Men,,116,"코미디,드라마",15세이상관람가,용수,76264107010,9172011,3593,2019-10-02,471,7
20193601,['왓챠'],장사리 : 잊혀진 영웅들,Battle of Jangsari,,103,전쟁,12세이상관람가,"곽경택,김태훈",1.12E+11,14185461,3048,2019-09-25,696,7.4
20194456,"['왓챠', '티빙', '웨이브']",양자물리학,By Quantum Physics: A Nightlife Venture,,119,범죄,15세이상관람가,이성태,21197894250,2591447,1950,2019-09-25,377,8.5
20195920,['웨이브'],가장 보통의 연애,Crazy Romance,,109,"멜로/로맨스,코미디",15세이상관람가,김한결,1.72E+11,20106795,5012,2019-10-02,498,7.5
20185361,"['넷플릭스', '웨이브']",두번할까요,"LOVE, AGAIN",,112,"코미디,멜로/로맨스",15세이상관람가,박용집,5479152780,657932,1415,2019-10-17,336,5.2
20191029,"['넷플릭스', '왓챠', '티빙', '웨이브']",82년생 김지영,"KIM JI-YOUNG, BORN 1982",,118,드라마,12세이상관람가,김도영,2.36E+11,28604514,6472,2019-10-23,359,6.7
20110279,['왓챠'],마당을 나온 암탉,"Leafie, a Hen into the Wild",,93,애니메이션,전체관람가,오성윤,14679429000,2203601,27,2011-07-28,329,8.9
20124401,"['넷플릭스', '웨이브']",신세계,New World,,134,"범죄,액션",청소년관람불가,박훈정,34892973605,4684571,22,2013-02-21,308,8.6
20195002,"['왓챠', '티빙', '웨이브']",블랙머니,BLACK MONEY,,113,"범죄,드라마",12세이상관람가,정지영,1.48E+11,17509294,4588,2019-11-13,390,9.1
20181434,"['왓챠', '넷플릭스', '티빙']",신의 한 수: 귀수편,The Divine Move 2: The Wrathful,,106,"범죄,액션",15세이상관람가,리건,1.17E+11,13621235,4270,2019-11-07,431,6.8
20188462,"['넷플릭스', '티빙', '웨이브']",감쪽같은 그녀,A Little Princess,,104,드라마,전체관람가,허인무,16514278010,2155572,2174,2019-12-04,300,8.2
20199435,[],몬테크리스토,MONTE CRISTO,,132,"뮤지컬,공연",12세이상관람가,이동원,12082000,955,14,2019-11-14,32,9.2
20172585,[],암행어사와 흑두건,Undercover Emissary and Black Mask,,78,드라마,,김기풍,2658000,1324,1, ,0,
20184341,[],얼굴없는 보스,The Faceless Boss,,114,"액션,드라마",15세이상관람가,"송창용,송경용",336906340,39806,542,2019-11-21,236,3
20190636,[],제 15회 성균관대학교 영상학과 졸업영상제 TeenScreen,,,,기타,,,5076000,1269,1, ,0,
20185161,"['왓챠', '웨이브']",나를 찾아줘,Bring Me Home,,107,스릴러,15세이상관람가,김승우,18850346780,2372112,2209,2019-11-27,333,6.6
20190385,[],웃는남자 감독판,,,142,공연,전체관람가,김수기,648061000,49029,58,2019-11-29,132,
20198374,[],신비아파트 극장판 하늘도깨비 대 요르문간드,The Haunted House: The Sky Ghost VS Jormungandr,,96,애니메이션,전체관람가,변영규,13884649240,1751793,2104,2019-12-19,299,8
20194621,"['왓챠', '티빙', '웨이브']",아직 사랑하고 있습니까?,HOW TO LIVE IN THIS WORLD,,99,코미디,청소년관람불가,신양중,9485080,1216,38,2019-12-04,178,7.3
20198414,['웨이브'],시동,START-UP,,101,드라마,15세이상관람가,최정열,55065299520,6519290,3540,2019-12-18,479,7.7
20130566,"['왓챠', '넷플릭스', '티빙', '웨이브']",무뢰한,The Shameless,,118,멜로/로맨스,청소년관람불가,오승욱,3268558431,415274,7,2015-05-27,300,7.5
20192206,"['왓챠', '넷플릭스', '티빙', '웨이브']",백두산,ASHFALL,,128,"어드벤처,드라마",12세이상관람가,"김병서,이해준",1.33E+11,15681300,5197,2019-12-19,1336,6.3
20184571,"['넷플릭스', '왓챠', '웨이브']",천문: 하늘에 묻는다,Forbidden Dream,,132,사극,12세이상관람가,허진호,19177275150,2327191,2316,2019-12-26,717,8.3
20183002,"['왓챠', '넷플릭스', '티빙', '웨이브']",해치지않아,SECRET ZOO,,117,코미디,12세이상관람가,손재곤,197541000,23332,79,2020-01-15,474,6.5
